ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
06,03,02,05,04,3,0,05,000026000,4,2,3,00
13,01,03,02,09,2,3,03,,,1,1,00
06,04,02,09,03,3,1,06,000060000,3,4,2,02
53,01,03,02,05,1,1,04,,,1,4,00
37,02,03,02,04,1,2,07,000047800,4,1,3,00
09,01,03,02,07,1,4,05,,,1,3,00
21,03,03,02,05,1,1,03,000034700,4,1,7,00
06,05,03,03,06,3,3,06,000212500,4,3,4,00
18,01,,,,,,,,,,,
12,04,03,03,04,3,1,07,000015500,2,1,3,01
12,02,03,02,06,2,1,03,000099640,4,1,7,00
55,06,03,01,05,3,3,07,000037430,3,2,3,02
50,01,01,05,03,3,1,01,,,1,4,00
48,02,03,02,07,1,2,14,000127000,4,1,3,00
21,03,03,02,05,1,1,04,000090100,4,1,5,00
31,01,01,05,04,3,0,02,,,1,1,00
21,03,03,02,07,3,2,07,000038000,1,1,2,01
23,03,03,02,09,1,3,05,000072650,4,1,3,00
06,03,01,05,03,3,1,09,000020000,2,4,1,02
13,00,03,02,06,,,03,,,,,
06,05,02,02,04,2,4,03,000026900,1,1,6,00
24,00,03,02,07,,,02,,,,,
20,02,02,02,07,2,4,01,,,1,3,00
01,02,03,02,06,2,2,06,000046100,4,1,6,00
19,01,03,02,06,2,1,03,,,1,6,00
17,00,04,02,06,,,02,,,,,
12,01,,,,,,,,,,,
29,02,02,02,08,2,3,05,000018400,4,1,7,00
29,03,03,02,09,1,1,05,000044600,4,1,7,00
16,02,03,02,07,1,2,06,000153000,4,3,5,00
01,01,02,02,04,2,2,03,,,1,7,00
12,01,01,09,03,3,0,05,,,2,5,00
17,05,02,02,06,1,1,05,000010000,3,2,4,03
29,04,03,02,05,1,2,09,000066000,1,1,4,02
12,02,02,08,03,3,1,05,000010400,2,1,4,01
34,00,02,07,04,,,04,,,,,
28,02,03,01,05,2,2,06,000013200,4,1,5,00
34,01,04,02,07,1,1,01,,,1,5,00
36,01,,,,,,,,,,,
17,05,03,02,06,1,2,03,000076000,3,1,4,03
34,02,04,02,08,2,2,04,000026900,4,1,7,00
27,00,03,02,07,,,01,,,,,
06,06,03,02,06,1,2,06,000072000,2,1,5,04
12,03,02,02,04,3,1,07,000006000,3,1,1,02
48,04,04,02,10,1,2,06,000055800,2,1,5,02
12,00,03,02,06,,,07,,,,,
36,03,02,02,06,1,2,01,000040200,1,1,3,01
37,01,,,,,,,,,,,
54,01,02,01,03,4,1,07,,,1,2,00
46,00,01,07,03,,,06,,,,,
17,05,03,02,06,1,1,01,000075300,2,1,4,03
25,04,08,05,19,1,3,01,000037000,2,3,5,01
26,00,04,01,09,,,08,,,,,
01,01,03,02,07,2,1,02,,,1,7,00
39,01,,,,,,,,,,,
20,01,02,02,05,1,1,09,,,1,3,00
51,01,,,,,,,,,,,
51,00,03,02,05,,,08,,,,,
06,04,02,02,04,3,1,04,000100000,2,2,4,02
05,00,02,02,04,,,05,,,,,
45,01,02,01,04,2,1,07,,,2,2,00
26,03,03,02,07,1,2,04,000047000,4,1,1,00
04,05,05,02,09,1,2,06,000056800,2,1,4,03
21,04,02,02,07,1,3,03,000089600,2,1,4,00
36,02,01,09,03,3,0,05,000013800,4,3,5,00
53,01,,,,,,,,,,,
36,00,01,09,03,,,08,,,,,
27,00,05,02,08,,,08,,,,,
10,01,04,02,07,2,2,07,,,1,4,00
42,02,03,03,06,2,1,03,000020500,4,1,5,00
36,02,02,05,04,3,1,01,000010400,2,1,1,01
27,04,03,02,05,1,3,02,000086000,3,1,4,02
24,03,03,03,07,1,2,07,000107500,2,1,5,01
55,01,,,,,,,,,,,
20,01,01,04,04,3,1,03,,,1,1,00
47,01,,,,,,,,,,,
12,00,03,06,05,,,05,,,,,
37,00,03,02,05,,,06,,,,,
12,02,02,02,04,4,2,08,000051060,4,1,4,00
34,02,04,02,08,1,3,04,000165500,4,1,5,00
13,01,03,02,06,4,1,04,,,1,3,00
36,01,,,,,,,,,,,
28,02,03,02,07,2,2,07,000077200,4,1,3,00
45,01,03,02,07,1,2,08,,,1,3,00
53,01,03,02,05,1,1,03,,,1,5,00
41,01,03,02,10,1,1,01,,,1,7,00
06,02,02,03,04,1,4,05,,,4,5,00
08,01,03,02,08,1,1,05,,,1,6,00
17,01,03,02,06,1,2,03,,,1,5,00
17,01,04,02,08,2,1,04,,,1,7,00
53,01,01,05,03,3,0,05,,,1,4,00
12,01,03,02,06,2,1,05,,,1,5,00
36,01,01,08,03,3,1,01,,,1,1,00
04,02,03,02,05,1,1,07,000038800,4,1,4,00
39,01,02,02,04,1,1,06,,,1,5,00
55,04,03,02,08,1,3,07,000183400,2,1,2,02
13,04,03,02,07,2,4,05,000115000,2,1,4,02
42,02,02,02,04,3,2,01,000028000,4,1,4,00
06,02,04,02,08,1,3,06,000130000,4,1,6,00
39,02,03,02,10,2,2,05,000050100,4,1,7,00
17,04,03,03,06,3,1,08,000028000,2,1,3,03
06,08,02,05,03,3,4,06,000033800,3,4,3,02
29,01,02,02,04,2,1,03,,,1,6,00
13,02,03,02,06,1,2,07,000083000,4,1,5,00
29,01,01,07,02,3,0,04,,,1,1,00
32,01,01,07,02,3,1,13,,,4,1,00
16,00,02,02,03,,,03,,,,,
26,02,03,02,06,2,2,05,000065300,4,1,5,00
10,02,02,07,04,3,1,05,,,1,5,00
48,01,02,02,07,1,1,02,,,1,3,00
09,03,03,02,08,1,2,07,000120000,2,1,3,01
24,05,05,02,08,3,4,04,000041500,4,3,3,00
26,02,03,02,06,1,2,03,000138000,4,1,3,00
31,01,01,02,04,3,1,02,,,1,4,00
09,05,04,02,07,3,1,06,000036400,2,2,2,04
17,03,03,02,05,1,2,01,,,1,3,00
06,02,02,02,05,3,2,05,000127200,4,2,1,00
49,02,03,02,05,1,2,11,000113000,4,1,3,00
17,03,04,02,06,1,1,05,000050000,1,2,3,01
12,02,02,06,04,2,1,07,000024900,4,1,3,00
17,03,02,02,04,3,2,06,000026000,4,1,3,00
27,00,02,02,08,,,03,,,,,
42,01,03,03,08,1,1,01,,,1,6,00
20,02,02,02,04,2,2,04,000097200,4,1,1,00
48,02,03,02,05,1,2,08,000116000,4,2,3,00
39,02,03,02,05,1,1,06,000072140,4,1,4,00
06,02,02,08,04,3,2,06,000257000,4,2,3,00
39,02,03,06,05,3,1,01,000046000,4,5,3,00
24,02,04,02,07,1,3,01,000015000,4,1,7,00
09,03,03,04,05,3,0,06,000033660,2,1,4,02
15,00,01,03,03,,,05,,,,,
25,01,02,08,05,3,1,05,,,1,3,00
48,02,03,02,05,2,2,06,000183000,4,1,7,00
01,03,01,05,02,3,1,06,000000260,1,2,2,01
34,02,02,03,05,2,1,06,000037500,4,1,6,00
40,02,03,02,04,3,0,02,,,1,2,00
26,01,02,02,07,2,1,06,,,1,6,00
36,02,04,02,09,1,3,07,000112000,4,1,5,00
39,01,03,02,06,1,2,03,,,1,5,00
48,01,,,,,,,,,,,
48,00,02,03,05,,,05,,,,,
36,04,05,02,09,1,2,09,000560000,2,1,4,02
27,02,02,02,04,1,2,06,000120000,4,1,6,00
36,01,02,02,08,3,1,05,,,1,1,00
48,02,01,02,04,2,2,02,000021600,4,2,7,00
36,03,08,02,07,2,2,02,000104400,4,1,7,00
22,01,03,02,08,2,1,06,,,1,6,00
09,02,02,02,04,3,2,02,,,2,1,00
17,01,01,09,02,3,0,05,,,1,4,00
20,03,03,02,07,1,2,06,000069704,2,1,5,01
06,01,,,,,,,,,,,
17,02,02,02,05,1,1,03,000029000,2,1,5,01
35,02,04,02,06,1,3,06,000121000,4,1,6,00
12,04,03,02,09,1,3,03,000248000,2,2,4,02
27,03,03,02,07,1,4,08,000112000,4,1,4,00
06,01,,,,,,,,,,,
40,02,03,02,07,1,2,06,000102000,4,1,6,00
36,01,,,,,,,,,,,
48,04,04,02,07,2,1,03,000044500,2,1,4,03
06,04,03,06,04,3,1,06,000014000,3,5,4,02
25,02,03,02,06,1,2,04,000032000,4,1,6,00
36,01,03,02,06,2,1,03,,,3,7,00
26,08,03,02,06,1,1,07,000062050,3,1,4,05
21,02,02,02,04,2,1,02,000027900,4,1,4,00
01,01,03,02,07,2,1,04,,,1,7,00
12,02,03,02,07,2,3,03,000080900,4,1,7,00
36,04,03,04,08,1,2,01,000114000,2,3,4,02
26,01,04,03,07,3,1,01,,,1,3,00
01,02,02,05,04,3,2,09,000027500,4,1,3,00
40,01,02,02,07,1,2,03,,,1,3,00
34,03,03,03,05,1,2,04,000062300,4,3,7,00
06,01,01,05,04,3,1,03,,,1,1,00
26,03,02,06,04,3,3,05,000030000,1,1,1,01
42,02,04,02,09,2,3,06,000245000,4,1,6,00
42,01,03,02,06,2,1,05,,,1,7,00
37,02,03,02,04,2,2,05,000044100,4,1,7,00
53,03,04,02,10,1,3,06,000145000,2,1,5,01
25,04,02,08,04,1,3,03,000102900,1,1,5,00
09,01,,,,,,,,,,,
37,01,03,02,07,2,1,03,,,1,4,00
21,01,,,,,,,,,,,
48,04,04,02,09,1,2,03,000088000,2,2,4,01
48,02,06,02,11,4,2,01,000028280,4,1,7,00
19,02,03,02,07,1,2,01,000046000,4,1,5,00
39,01,02,01,04,3,1,04,,,1,3,00
42,02,03,02,06,2,2,03,000228800,4,1,7,00
06,04,04,02,07,1,2,03,000100000,2,3,4,01
04,03,02,07,04,3,3,07,,,1,1,00
21,04,04,02,10,2,2,07,000006800,2,1,5,02
06,04,03,02,04,1,2,04,000131000,2,1,4,02
51,05,03,02,05,3,2,03,000041000,2,3,4,03
29,00,04,02,10,,,08,,,,,
05,01,,,,,,,,,,,
08,01,,,,,,,,,,,
17,02,03,02,06,1,1,03,000018000,4,1,7,00
48,02,02,07,03,3,1,08,000025100,2,2,1,00
13,04,03,02,05,1,3,06,000050500,3,1,6,02
37,03,03,02,07,1,2,05,000086000,2,1,4,01
04,02,02,02,07,2,1,07,000112500,4,1,4,00
25,01,03,02,05,1,1,04,,,1,5,00
08,01,02,09,04,2,1,07,,,1,5,00
04,01,,,,,,,,,,,
24,02,04,02,10,2,2,01,000052800,4,3,5,00
34,04,03,02,06,1,0,03,000120900,4,1,5,00
12,00,03,03,10,,,06,,,,,
41,02,03,02,06,2,2,05,000028500,4,1,7,00
06,01,02,05,04,3,1,02,,,1,2,00
51,04,05,02,10,1,4,06,000375200,4,4,4,00
06,02,02,03,06,1,3,05,000033000,4,1,4,00
29,03,03,02,07,1,2,04,000115000,1,1,5,01
04,02,03,02,06,1,3,04,000082400,4,1,6,00
47,06,05,02,09,1,2,09,000022700,2,1,4,04
45,03,03,02,05,1,2,09,000081000,2,1,1,01
48,04,04,02,07,1,4,07,000224000,4,2,4,00
06,01,,,,,,,,,,,
36,06,04,03,07,1,1,03,000165000,2,1,5,04
06,02,04,02,08,2,4,04,000000000,4,1,5,00
37,02,02,02,05,2,3,11,000029800,4,1,4,00
12,02,03,02,04,1,1,07,000088030,2,1,5,01
17,02,02,06,04,2,2,06,000101200,4,3,4,00
23,00,03,01,06,,,07,,,,,
27,01,,,,,,,,,,,
48,05,03,02,06,1,3,04,000101600,2,1,5,01
51,02,03,02,05,2,2,07,000066000,4,1,6,00
08,01,03,02,06,2,1,03,,,1,5,00
16,02,03,02,08,1,2,05,000078600,4,1,5,00
45,04,03,02,06,3,2,07,000075000,3,1,3,02
37,01,,,,,,,,,,,
29,01,01,02,03,2,0,05,,,1,5,00
35,01,03,02,05,3,1,03,,,1,1,00
36,03,04,05,06,3,1,01,000016200,2,1,1,01
06,02,02,06,04,3,0,05,000028400,4,1,5,00
17,04,03,02,05,1,2,08,000085000,2,1,4,02
42,02,02,04,05,3,1,01,000025000,4,1,1,00
26,02,03,02,05,1,2,07,000038000,4,1,5,00
32,00,00,09,01,,,05,,,,,
54,03,03,01,06,2,1,06,000012000,1,1,5,02
36,03,03,02,08,2,3,04,000090200,4,1,6,00
20,02,03,01,05,2,3,07,000061000,4,1,5,00
48,01,03,02,05,1,1,05,,,1,4,00
47,01,03,02,05,1,1,05,,,1,3,00
53,05,04,02,08,3,4,04,000190800,1,1,7,00
39,03,03,02,06,2,2,14,000104800,4,1,1,00
39,06,05,02,11,1,5,07,000145000,2,1,5,04
39,00,02,02,05,,,01,,,,,
26,04,03,01,07,2,1,07,000021000,1,1,1,02
12,01,01,07,02,3,1,06,,,1,4,00
47,02,04,02,08,2,2,07,000053350,4,1,5,00
06,04,03,02,05,1,3,04,000034000,4,1,5,00
19,05,04,01,10,1,4,07,000053000,2,1,5,03
17,01,04,05,06,3,1,01,,,1,4,00
22,01,03,02,07,2,2,06,,,1,6,00
06,03,03,02,06,1,2,03,000227000,1,1,1,01
55,03,04,02,08,1,3,05,000122100,2,3,6,01
19,03,05,02,09,2,1,01,000013700,4,1,5,00
32,02,04,02,07,3,2,10,,,2,1,00
55,01,01,08,03,3,1,07,,,1,5,00
12,01,03,02,08,1,1,05,,,1,4,00
47,04,03,05,06,3,1,05,000018600,2,1,3,03
12,00,02,08,04,,,07,,,,,
42,02,03,02,05,2,1,05,000059400,4,1,7,00
22,03,04,02,08,1,2,07,000145490,2,1,3,01
06,02,03,03,07,1,1,04,000020000,4,1,4,00
01,02,03,02,07,1,2,07,000144000,4,1,5,00
48,01,01,09,03,3,1,03,,,1,1,00
41,02,04,02,09,1,1,08,000066700,4,1,1,00
17,02,04,02,08,1,2,03,000085000,4,1,4,00
36,03,03,02,07,1,3,03,000218000,4,4,4,00
36,02,03,02,06,1,4,06,000079000,4,1,6,00
17,04,04,02,06,1,1,03,000080000,2,1,5,02
09,02,03,02,08,1,1,01,,,1,4,00
26,00,01,06,03,,,09,,,,,
04,00,00,07,01,,,05,,,,,
31,01,02,02,06,1,1,03,,,1,7,00
35,01,01,07,03,3,1,01,,,1,5,00
47,03,03,01,05,3,1,07,000030000,2,1,1,01
13,01,05,02,07,1,1,09,,,1,4,00
13,02,03,02,06,1,2,05,000071000,4,1,5,00
36,01,,,,,,,,,,,
12,04,04,02,08,1,2,04,000106000,3,1,3,02
39,05,05,02,08,1,2,03,000059800,2,1,5,00
44,02,03,02,06,2,2,02,000055400,4,1,7,00
48,03,02,02,08,3,2,03,000030500,1,1,3,01
28,01,03,02,05,2,1,08,,,1,5,00
48,01,03,02,06,1,1,05,,,1,1,00
01,02,03,02,08,1,4,11,000102000,4,1,3,00
36,02,03,02,09,1,2,02,000054700,4,1,5,00
48,00,04,02,07,,,06,,,,,
12,01,01,09,02,3,1,03,,,1,1,00
48,01,,,,,,,,,,,
15,03,02,02,04,3,1,03,000056700,2,4,5,01
22,03,04,02,08,1,3,07,000075000,4,1,3,00
12,02,03,02,05,1,3,08,000045000,4,1,1,00
42,04,04,02,08,3,1,01,000007500,2,1,4,03
29,02,02,02,06,2,2,02,000023900,4,1,7,00
33,04,03,02,06,1,2,08,000089950,1,1,4,02
48,02,03,02,04,2,1,04,000012400,4,1,6,00
51,05,04,02,07,1,3,05,000075400,2,1,6,00
06,01,01,09,02,3,1,07,,,2,1,00
34,01,02,02,04,2,1,03,,,1,7,00
36,06,04,02,09,1,5,05,000085520,2,1,5,04
34,02,02,02,09,1,1,01,000160000,4,3,4,00
12,04,03,02,06,1,3,05,000165000,2,1,4,01
19,03,03,02,09,1,2,03,000053250,2,1,4,01
06,05,03,02,07,1,2,02,000403000,3,1,3,03
09,02,02,02,07,2,3,06,000054000,4,1,7,00
53,02,02,01,04,2,1,05,000034000,4,1,3,00
06,01,,,,,,,,,,,
37,02,02,02,05,3,2,05,000070000,4,1,3,00
55,04,03,02,07,1,3,01,000093000,3,1,4,02
37,05,03,02,04,1,4,04,000035500,2,4,4,02
37,04,03,02,06,1,2,07,000146000,3,1,4,02
12,03,03,03,06,2,2,05,000031200,4,1,6,00
48,03,02,02,04,3,0,06,000002070,1,2,2,02
06,02,03,02,05,1,2,05,000105000,4,1,5,00
12,01,03,02,08,1,1,03,,,1,5,00
12,03,03,02,06,1,2,10,000067100,2,1,3,01
37,06,04,02,11,1,3,03,000089000,3,1,5,03
47,03,03,02,06,2,2,02,000026500,4,1,7,00
40,02,04,02,07,2,2,07,000068650,4,1,5,00
06,01,,,,,,,,,,,
06,02,02,02,06,1,2,01,000051000,4,1,5,00
06,05,03,05,04,1,4,06,000129400,4,4,3,00
22,02,03,02,06,2,1,02,000033700,4,1,7,00
12,01,03,02,06,2,2,07,,,1,5,00
39,02,01,09,03,3,2,05,000095000,4,1,2,00
05,02,03,02,05,1,2,12,000081000,4,1,3,00
12,08,06,02,09,1,2,09,000076000,3,2,3,00
34,02,04,02,09,1,2,05,000276600,4,1,4,00
27,05,03,02,06,3,1,01,000036700,3,1,2,04
06,01,02,03,05,2,1,05,,,1,4,00
05,05,02,01,04,2,2,05,000026200,3,2,5,00
06,01,03,02,05,3,1,03,,,1,7,00
27,01,03,02,09,4,1,05,,,1,7,00
40,01,,,,,,,,,,,
54,01,04,02,08,2,0,05,,,1,7,00
04,02,02,03,03,2,1,07,000053100,4,1,5,00
36,01,03,02,05,2,1,03,,,1,7,00
45,01,03,02,06,2,1,04,,,1,7,00
39,01,,,,,,,,,,,
17,01,01,08,03,3,1,01,,,2,1,00
48,05,03,02,07,3,2,07,000030000,3,2,1,03
06,01,03,02,08,1,1,07,,,1,3,00
39,00,03,02,07,,,01,,,,,
30,01,,,,,,,,,,,
36,00,02,02,03,,,02,,,,,
55,03,04,02,10,1,2,01,000038000,4,1,6,00
41,03,02,06,04,3,2,04,000019500,1,1,4,01
09,02,01,04,03,3,1,02,000102000,4,1,1,00
09,01,01,09,03,3,1,05,,,1,5,00
55,01,,,,,,,,,,,
37,01,,,,,,,,,,,
34,01,00,05,02,3,1,02,,,1,3,00
04,00,03,01,05,,,07,,,,,
39,06,05,02,17,1,4,08,000185500,2,1,5,03
48,02,02,09,03,3,1,07,000030000,4,2,1,00
36,01,00,09,01,4,0,01,,,1,1,00
06,02,01,08,02,3,2,05,,,1,1,00
34,04,04,02,09,1,2,07,000096000,2,1,5,02
24,04,03,02,07,3,2,02,000026700,2,1,4,01
41,04,03,01,06,3,4,06,000069100,2,1,5,01
24,01,03,02,11,2,1,04,,,1,7,00
34,01,02,04,04,3,0,01,,,1,6,00
06,00,03,04,07,,,06,,,,,
17,01,01,09,02,3,1,05,,,1,3,00
42,02,04,02,07,2,3,06,000050700,4,1,4,00
19,03,03,02,06,1,2,01,000026000,1,1,2,01
06,03,03,02,05,1,3,03,000151520,4,2,4,00
48,01,01,04,03,3,1,05,,,1,1,00
06,02,02,08,03,3,2,05,,,2,1,00
48,03,03,02,08,1,2,06,000072000,2,1,4,01
12,01,02,08,04,3,1,12,,,2,1,00
06,02,04,02,07,1,2,05,000109000,4,1,7,00
39,02,03,02,06,1,2,08,000062050,4,1,2,00
47,01,01,05,04,3,1,05,,,1,2,00
01,01,01,09,05,3,0,14,,,1,1,00
06,02,03,02,05,1,2,06,000168600,4,1,4,00
48,01,04,02,07,1,1,05,,,1,7,00
48,02,03,02,08,1,2,06,,,1,3,00
39,02,03,03,07,2,2,08,000080060,4,1,3,00
53,01,,,,,,,,,,,
53,04,04,02,11,1,2,08,000096000,3,1,4,02
18,00,03,02,06,,,04,,,,,
37,03,04,01,18,1,1,08,000021860,2,1,4,01
28,05,03,02,08,2,4,05,000038400,2,1,4,00
12,08,04,02,08,3,3,05,000084500,3,1,4,00
37,01,01,05,05,3,1,05,,,1,1,00
40,01,02,01,03,3,1,06,,,1,3,00
06,04,03,02,07,2,3,01,000025200,4,3,7,00
01,00,01,02,03,,,03,,,,,
12,03,03,02,06,3,1,05,000049500,2,2,2,01
08,01,,,,,,,,,,,
06,01,03,02,05,4,1,03,,,1,5,00
19,00,02,02,04,,,01,,,,,
41,02,03,02,09,1,2,10,000160000,4,1,3,00
12,03,03,01,05,1,1,13,000030700,2,3,3,01
13,05,03,02,07,1,2,08,000050000,3,1,4,03
08,01,02,02,05,2,1,08,,,1,5,00
35,03,03,02,05,3,5,05,,,2,2,00
42,08,03,02,07,2,5,01,000103000,2,1,6,04
51,01,,,,,,,,,,,
26,02,03,02,06,1,2,07,000036300,4,1,5,00
29,02,02,02,06,2,1,01,000055500,4,1,5,00
08,01,05,02,10,1,1,05,,,1,7,00
48,02,04,02,10,2,1,07,000189800,4,3,2,00
33,01,02,05,04,3,1,01,,,1,1,00
54,03,03,02,06,2,3,01,000046400,4,1,7,00
40,04,04,02,07,1,2,07,000062000,1,1,3,02
32,00,00,08,01,,,05,,,,,
42,06,04,02,06,1,4,03,000069270,3,1,4,03
39,02,03,02,06,2,2,03,000014700,4,1,7,00
19,02,03,02,06,2,2,03,000063800,4,1,7,00
29,02,03,02,07,1,3,01,000096200,4,1,6,00
36,01,02,04,05,1,1,01,,,1,5,00
23,02,02,01,05,1,1,07,,,1,2,00
17,02,04,02,08,2,2,05,000156000,4,1,7,00
42,02,03,02,08,1,3,07,000049950,2,1,1,01
36,03,03,02,10,1,4,05,000158100,4,1,6,00
27,02,03,02,08,2,4,06,000037400,4,1,6,00
47,01,02,02,04,2,0,03,,,1,1,00
55,03,03,03,04,1,2,07,000114200,1,4,3,01
55,03,04,02,08,1,3,06,000095100,4,1,6,00
12,02,03,02,05,3,2,06,000026000,4,1,2,00
12,02,02,03,06,2,1,05,000046500,4,1,5,00
39,03,04,02,09,1,3,06,000165100,4,1,5,00
55,01,02,03,03,1,1,10,,,1,3,00
37,04,04,02,16,1,3,08,000208000,4,3,3,00
26,03,03,02,07,1,3,07,000118000,2,1,4,01
34,02,01,07,04,3,1,05,000095400,4,1,2,00
40,01,03,02,05,2,1,03,,,1,6,00
48,04,03,02,06,1,1,14,000028200,2,1,3,02
17,02,03,09,05,1,1,05,000017700,2,1,6,00
26,00,04,02,08,,,02,,,,,
41,01,04,02,08,2,1,04,,,1,5,00
48,01,00,08,01,3,1,06,,,4,1,00
36,01,,,,,,,,,,,
39,03,02,06,05,3,1,05,000051000,2,1,4,01
48,03,03,02,07,1,2,06,000075000,1,1,3,01
12,02,03,02,08,2,2,06,000068050,4,1,5,00
12,00,01,02,02,,,04,,,,,
26,02,03,05,06,3,2,06,000032000,4,1,3,00
36,02,02,04,05,1,2,02,000055000,4,1,7,00
48,01,02,02,04,3,0,03,,,1,3,00
36,01,02,07,04,3,0,01,,,2,6,00
55,05,03,02,05,1,5,01,000038300,2,1,3,02
06,02,01,10,02,2,2,08,,,1,3,00
17,02,03,02,06,2,4,01,000033000,4,1,6,00
19,07,10,02,12,1,2,07,000188000,2,1,4,03
09,01,02,04,04,3,0,01,,,1,3,00
06,01,,,,,,,,,,,
36,01,01,06,04,3,1,06,,,1,3,00
20,01,02,02,05,4,1,01,,,1,5,00
44,01,02,05,05,3,1,01,,,1,1,00
36,02,03,02,08,1,2,05,000159000,4,1,3,00
06,02,02,06,04,3,1,03,000049000,4,3,3,00
21,03,02,04,04,3,2,06,000051500,4,1,1,00
42,02,03,02,11,1,3,03,000100000,4,1,3,00
17,03,03,02,09,1,2,08,000160000,1,1,4,01
26,04,03,02,06,2,5,01,000068300,2,1,6,00
17,03,03,02,05,2,3,03,000047500,4,1,7,00
12,01,03,07,05,2,1,06,,,1,5,00
06,01,02,02,05,2,1,03,,,1,7,00
25,03,02,02,04,1,2,01,000095000,1,4,3,01
53,02,03,02,07,2,2,05,000091400,4,1,7,00
36,02,02,02,07,2,2,03,000493600,4,1,6,00
09,01,02,04,05,3,1,01,,,1,5,00
48,01,,,,,,,,,,,
12,01,02,02,06,2,2,03,,,1,5,00
32,01,04,02,09,2,1,06,,,1,6,00
06,03,03,03,06,1,2,06,000143000,2,1,5,00
12,04,03,02,06,1,4,07,000097100,2,1,5,01
48,01,03,02,07,2,1,05,,,1,7,00
46,00,03,02,06,,,01,,,,,
39,01,03,02,06,2,0,02,,,1,7,00
48,01,02,08,04,3,1,04,,,1,2,00
40,01,03,02,05,2,1,07,,,1,5,00
12,02,02,09,04,3,1,06,000138000,4,1,1,00
10,02,02,03,05,1,2,07,000026100,4,1,5,00
40,01,03,02,05,2,1,05,,,1,6,00
48,01,04,02,09,1,2,04,,,1,4,00
37,00,02,02,06,,,03,,,,,
45,06,04,02,11,1,1,03,000000400,3,1,4,04
53,03,02,02,07,2,2,02,000125000,2,1,5,01
10,01,,,,,,,,,,,
53,02,02,05,04,3,1,06,,,4,1,00
41,02,02,03,05,1,2,05,000062000,4,1,7,00
12,01,03,01,06,2,2,07,,,1,6,00
55,04,02,04,06,3,1,01,000012000,3,1,3,03
36,02,03,02,06,1,2,01,000154000,4,1,2,00
12,02,02,06,05,3,2,10,000043000,4,1,1,00
42,02,04,01,09,1,2,07,000019100,4,1,5,00
21,02,03,02,17,1,2,01,000038800,4,1,2,00
53,01,,,,,,,,,,,
54,02,03,02,05,1,3,07,000054100,4,1,5,00
06,05,03,02,04,1,3,03,000025000,2,2,4,02
48,05,04,02,06,2,2,08,000222000,2,2,4,02
48,02,02,04,04,3,1,05,000022900,1,1,2,01
32,01,03,03,05,1,1,12,,,1,3,00
17,01,01,02,06,3,0,01,,,1,7,00
06,02,02,03,04,1,2,07,000185000,4,4,4,00
48,02,02,01,03,4,1,08,000032000,4,1,1,00
17,01,,,,,,,,,,,
36,03,03,02,07,3,1,01,000010200,1,2,1,01
15,01,01,08,02,3,0,05,,,1,4,00
36,02,01,06,05,1,2,06,000084600,4,1,3,00
37,01,,,,,,,,,,,
39,00,03,03,06,,,01,,,,,
06,03,02,08,04,3,1,03,000045400,4,2,3,00
36,04,03,05,06,3,1,01,000090000,2,1,3,01
24,01,01,03,04,1,1,06,,,1,5,00
49,02,03,02,06,1,3,05,000051500,4,1,6,00
53,02,03,02,08,1,2,07,000100000,4,1,4,00
49,10,03,02,05,2,3,05,000070000,3,5,6,06
31,06,05,02,09,1,4,07,000333000,2,1,5,04
05,01,02,02,09,2,1,03,,,1,7,00
37,01,03,02,07,2,0,04,,,1,7,00
47,01,04,02,11,1,6,12,,,1,1,00
39,02,03,02,08,1,2,01,000034200,4,1,7,00
53,01,03,02,08,1,2,10,,,1,3,00
36,01,01,09,02,3,0,04,,,3,5,00
26,01,02,02,08,1,1,06,,,1,6,00
09,03,04,02,08,1,3,04,000340000,2,1,5,01
34,02,05,02,08,2,1,01,000056700,4,1,7,00
26,01,03,03,06,3,1,01,,,1,4,00
40,02,03,02,06,1,4,04,000042920,4,1,6,00
19,04,03,02,08,1,3,03,000040000,2,1,7,02
37,02,03,02,07,4,2,07,000039800,4,1,3,00
06,01,,,,,,,,,,,
06,01,02,02,03,1,1,06,,,1,5,00
48,02,05,02,09,1,2,08,000206500,4,1,5,00
37,01,02,02,06,2,2,01,,,1,7,00
06,01,01,06,04,3,1,05,,,1,3,00
26,02,03,02,06,1,2,07,,,1,1,00
37,01,03,02,06,1,3,08,,,1,5,00
32,01,02,08,03,3,0,07,,,1,4,00
34,01,,,,,,,,,,,
45,01,02,05,04,3,0,02,,,1,5,00
49,01,02,02,09,3,1,01,,,1,4,00
26,02,04,02,09,1,2,04,000071000,4,1,2,00
16,01,03,02,05,2,1,07,,,1,5,00
48,01,,,,,,,,,,,
08,01,05,02,09,2,2,10,,,1,4,00
39,02,02,02,04,2,1,04,000025200,4,1,7,00
09,04,03,02,07,1,3,03,000116310,2,1,5,02
48,01,03,02,05,1,1,05,,,1,5,00
36,02,00,09,01,3,2,01,000006000,2,1,3,01
15,02,02,07,05,3,1,10,000024000,4,1,2,00
18,01,04,02,10,1,2,07,,,1,4,00
37,00,02,01,04,,,08,,,,,
27,01,04,02,07,2,1,01,,,1,7,00
06,04,03,02,05,3,2,05,000020800,2,2,2,02
06,02,03,02,05,1,2,06,000139800,4,4,6,00
26,00,02,02,04,,,06,,,,,
55,01,01,09,03,3,0,01,,,1,1,00
25,01,02,02,07,2,0,01,,,1,7,00
