ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
12,09,04,02,08,3,4,06,000017500,2,2,4,03
42,01,03,02,05,3,1,03,,,1,6,00
06,01,,,,,,,,,,,
53,02,02,03,04,2,2,07,000055100,4,1,4,00
36,02,04,02,09,1,2,06,000343000,4,1,6,00
01,03,03,02,08,1,2,10,000036600,2,1,3,01
19,03,03,02,08,1,2,02,000057500,2,1,3,01
08,02,03,02,08,1,1,07,000009600,1,4,2,01
01,07,05,02,08,1,3,06,000038000,2,1,5,03
39,01,01,07,03,3,0,06,,,1,1,00
08,01,02,05,03,3,1,06,,,1,3,00
39,02,03,02,06,1,2,05,000029000,4,2,6,00
37,01,,,,,,,,,,,
18,01,02,05,04,3,1,06,,,1,5,00
06,00,03,02,05,,,05,,,,,
55,02,03,01,04,1,2,07,000059800,4,1,5,00
51,01,04,02,06,2,2,03,,,1,7,00
18,04,04,02,08,1,3,06,000120450,2,1,3,02
24,04,03,03,07,1,2,06,000084000,2,1,4,02
18,04,04,02,11,1,3,07,000136600,2,1,4,01
01,01,03,01,05,2,1,06,,,1,4,00
36,01,02,04,05,2,1,01,,,3,7,00
12,02,03,02,05,1,2,06,000096800,4,2,5,00
06,01,02,08,04,3,0,05,,,1,3,00
06,04,03,02,05,1,2,05,000187000,2,4,5,02
48,01,03,02,04,2,1,05,,,1,4,00
40,02,03,02,07,2,3,07,000029100,4,1,5,00
20,02,03,02,07,4,2,02,,,1,4,00
21,03,03,02,05,2,2,11,000024100,4,1,3,00
18,01,,,,,,,,,,,
13,04,03,02,06,1,2,08,000060000,2,1,4,02
37,00,02,05,04,,,07,,,,,
51,02,04,02,07,1,2,03,000125000,4,1,3,00
47,04,04,01,07,2,4,08,000080000,2,1,1,02
36,02,01,08,04,3,1,01,,,3,3,00
21,00,03,02,06,,,07,,,,,
48,00,03,02,06,,,01,,,,,
42,03,03,02,07,1,2,07,000012830,2,1,6,02
34,02,02,02,05,2,0,02,000021100,4,1,5,00
42,01,02,02,05,1,1,02,,,1,6,00
48,03,03,02,05,1,1,04,000018400,2,2,3,01
36,01,,,,,,,,,,,
13,02,03,02,07,1,2,05,000106200,4,1,6,00
19,01,02,02,05,2,0,09,,,1,4,00
53,02,03,02,07,1,6,05,000682000,4,1,6,00
25,03,00,05,01,3,0,01,000068300,2,2,4,01
41,02,02,06,04,3,1,05,000021000,2,1,4,01
37,02,03,02,04,1,2,10,000058800,4,1,2,00
36,01,04,02,08,3,1,02,,,1,6,00
47,01,02,02,05,2,1,01,,,1,7,00
06,02,04,02,08,2,2,03,000024700,4,1,7,00
08,02,03,02,07,2,2,03,000082100,4,1,6,00
36,01,01,07,02,3,1,01,,,1,3,00
25,01,05,02,12,1,0,06,,,1,6,00
17,01,04,02,08,2,1,05,,,1,4,00
25,02,03,02,07,1,2,01,000067900,4,1,4,00
09,04,01,02,06,1,2,05,000215000,2,1,4,02
48,02,03,02,07,1,2,03,000103100,4,1,2,00
13,06,05,01,09,2,1,07,000065300,1,1,6,00
13,01,01,02,02,1,2,08,,,1,4,00
08,03,01,08,03,3,2,05,000045300,2,1,3,01
46,02,05,02,10,1,2,05,000088000,4,1,4,00
26,01,,,,,,,,,,,
37,02,03,02,05,2,3,04,000017940,4,1,7,00
24,03,03,02,06,4,1,04,000035000,2,2,5,02
45,01,02,02,05,1,1,03,,,1,4,00
36,02,01,06,03,3,0,01,000055000,2,1,3,01
39,00,01,05,03,,,05,,,,,
34,04,03,02,06,1,5,06,000195000,4,1,6,00
12,00,02,02,05,,,08,,,,,
34,01,04,02,06,1,1,08,,,1,5,00
40,01,,,,,,,,,,,
48,04,05,02,09,2,3,04,000043000,2,2,5,03
18,01,00,01,01,1,1,04,,,1,5,00
45,02,03,02,06,1,2,02,000059000,4,1,5,00
22,05,03,01,05,1,2,07,000042100,3,1,3,03
47,02,03,02,07,1,2,07,000086500,4,1,2,00
48,00,04,02,08,,,08,,,,,
36,02,03,02,10,2,1,03,000120400,4,1,5,00
48,02,02,01,04,2,2,06,,,1,5,00
37,01,01,06,03,3,0,10,,,1,3,00
12,01,03,01,04,2,1,07,,,1,5,00
55,04,03,02,05,3,4,07,000028700,1,1,3,01
53,02,03,02,07,2,4,04,000236920,4,1,7,00
06,00,03,02,06,,,07,,,,,
27,02,03,02,05,2,2,04,000013800,4,1,7,00
41,01,04,02,11,1,1,04,,,1,4,00
56,01,,,,,,,,,,,
34,02,01,02,03,3,2,05,,,1,4,00
06,03,03,02,05,2,2,04,000051400,4,2,6,00
39,04,03,02,06,3,1,01,000048000,2,2,3,03
36,02,08,02,09,2,2,03,000098200,4,1,6,00
36,00,00,08,01,,,02,,,,,
06,01,03,02,05,1,1,07,,,1,6,00
34,02,04,02,09,2,2,04,000090000,4,1,7,00
12,05,02,02,05,1,2,06,000038250,2,1,5,01
32,02,03,02,07,2,1,08,000015000,4,1,3,00
48,03,02,01,05,3,2,07,000003700,4,1,1,00
48,02,03,02,05,2,1,06,000300200,4,1,6,00
42,02,03,02,08,1,2,05,000061700,4,1,6,00
39,03,04,02,08,1,2,01,000083600,4,1,3,00
48,01,03,02,05,2,1,03,,,1,7,00
39,00,03,02,04,,,08,,,,,
04,01,02,02,05,1,1,03,,,1,6,00
42,01,,,,,,,,,,,
37,02,03,01,07,2,2,06,,,1,5,00
37,01,,,,,,,,,,,
39,01,03,02,05,1,1,03,,,1,5,00
29,01,03,02,05,1,1,05,,,1,6,00
18,01,02,02,04,3,1,06,,,1,1,00
12,02,02,03,05,1,3,08,000122000,4,2,4,00
34,04,03,02,05,1,6,01,000153300,4,1,5,00
25,02,01,07,03,1,1,10,000169000,4,1,3,00
48,02,01,02,03,2,2,05,000019900,4,1,6,00
22,02,03,02,07,1,2,03,,,1,4,00
27,04,05,02,13,1,2,04,000103200,2,1,4,02
12,02,02,05,04,2,1,06,000089000,4,1,1,00
06,01,,,,,,,,,,,
24,03,03,02,06,3,4,03,000091000,1,1,3,01
28,01,,,,,,,,,,,
27,01,01,07,03,3,1,05,,,1,1,00
12,03,04,02,08,1,2,07,000230500,2,2,5,01
28,02,03,02,05,3,2,07,,,1,1,00
47,00,02,01,04,,,06,,,,,
48,00,02,02,05,,,02,,,,,
24,02,03,03,06,1,2,05,000068000,1,1,1,01
45,00,02,02,07,,,06,,,,,
06,01,02,02,06,1,2,01,,,2,5,00
53,04,03,02,07,3,2,01,000006700,2,1,3,03
13,01,03,02,06,4,1,08,,,1,2,00
06,01,,,,,,,,,,,
01,02,03,02,06,2,1,03,000047200,4,1,7,00
39,01,02,01,05,2,1,06,,,1,2,00
37,02,02,02,06,1,2,08,000099100,4,1,4,00
17,02,05,02,12,2,4,01,000039000,4,1,7,00
55,02,02,02,05,2,3,01,000070400,4,1,2,00
56,02,03,02,06,1,1,07,000108400,4,1,5,00
47,04,06,02,10,1,2,06,000120000,2,1,4,02
18,02,02,07,04,3,2,08,000022000,4,1,3,00
06,01,02,04,05,3,1,01,,,1,6,00
08,00,01,02,02,,,01,,,,,
01,02,03,03,10,2,2,05,000094000,4,1,6,00
12,06,03,02,05,1,1,03,000023000,3,2,5,04
55,03,02,02,05,3,1,01,000044900,2,2,1,01
12,02,02,09,03,2,1,04,000028000,4,3,4,00
55,00,02,02,06,,,05,,,,,
32,04,03,03,06,1,3,06,000001404,2,2,5,01
29,01,02,02,04,2,1,01,,,1,4,00
09,02,03,02,08,1,2,04,000045220,4,2,7,00
37,03,04,02,10,1,2,12,000132550,2,1,3,01
37,02,03,02,11,1,4,05,000075000,4,1,5,00
36,01,02,04,08,3,1,01,,,1,4,00
17,01,,,,,,,,,,,
18,02,02,02,06,1,2,01,,,1,5,00
01,03,03,02,06,1,2,06,000064020,1,1,3,00
24,03,05,02,09,2,3,04,000119700,4,1,7,00
24,02,02,07,04,4,0,06,000000000,2,1,3,01
44,01,02,02,08,2,1,05,,,1,7,00
18,03,03,02,05,2,2,02,000032500,1,1,5,00
37,02,02,02,05,1,2,02,000048000,4,1,1,00
42,01,01,05,04,3,1,07,,,1,3,00
39,01,04,02,08,2,1,01,,,1,7,00
25,02,05,02,10,1,2,01,000105000,4,1,5,00
53,01,,,,,,,,,,,
12,02,02,01,05,1,2,07,,,1,4,00
01,01,,,,,,,,,,,
48,02,04,02,08,2,3,05,000075300,4,1,7,00
45,02,03,02,07,1,1,07,000113440,4,1,5,00
12,02,02,06,06,3,1,12,000075000,4,3,1,00
13,01,03,02,06,2,1,07,,,1,4,00
36,01,03,02,06,2,1,03,,,1,7,00
53,01,00,08,03,3,1,05,,,4,2,00
13,01,02,02,04,2,2,01,,,1,2,00
39,05,04,02,09,1,3,06,000141700,2,1,6,02
36,03,02,07,04,3,1,01,000024000,1,2,2,01
08,01,01,07,03,3,1,04,,,1,3,00
13,02,01,05,03,3,2,06,000038800,4,1,4,00
48,01,02,02,05,2,1,04,,,1,7,00
04,01,01,02,03,2,2,05,,,1,7,00
12,02,02,01,03,2,2,07,000080000,4,1,5,00
55,02,02,05,04,3,2,06,,,1,1,00
28,02,04,02,05,2,2,06,000111000,4,1,5,00
42,01,,,,,,,,,,,
35,03,03,01,04,2,2,04,000048600,4,1,5,00
48,02,03,02,06,2,2,06,000098000,4,1,6,00
37,05,03,02,05,3,2,07,000050000,1,1,4,00
13,01,03,02,08,2,1,02,,,1,5,00
26,02,03,02,04,1,2,03,000055700,4,1,6,00
26,00,02,02,05,,,01,,,,,
51,03,04,02,12,1,2,08,000051800,2,1,4,02
26,02,03,02,08,2,2,04,000023700,4,1,7,00
06,01,03,01,08,2,1,05,,,1,5,00
06,02,04,02,09,1,2,05,000269000,4,1,5,00
45,02,02,02,05,3,0,05,,,1,3,00
29,04,03,02,07,3,1,03,000030400,2,1,1,02
32,01,03,02,08,2,2,07,,,1,6,00
48,01,,,,,,,,,,,
41,02,03,02,05,1,2,04,000062000,4,1,7,00
37,00,02,02,05,,,03,,,,,
12,04,02,03,05,3,2,06,000036200,2,1,2,02
26,02,01,07,04,3,2,07,,,1,3,00
53,04,03,02,06,3,2,06,000034001,1,1,2,02
42,01,,,,,,,,,,,
39,03,04,03,08,3,3,01,,,1,2,00
53,03,04,02,05,1,2,08,000094000,2,1,4,01
04,01,00,08,01,3,0,05,,,1,2,00
35,05,03,02,07,1,1,07,000068010,2,2,5,03
41,02,03,02,07,1,1,01,000086604,4,1,5,00
33,02,02,01,04,3,1,06,,,1,2,00
42,01,03,02,06,2,0,01,,,1,7,00
34,01,01,05,03,3,1,03,,,3,3,00
12,00,02,02,04,,,06,,,,,
39,01,,,,,,,,,,,
48,04,03,02,07,2,4,06,000115200,2,1,6,01
29,02,02,02,04,2,3,01,000037900,4,1,5,00
04,04,04,02,09,1,3,03,000072600,2,2,7,00
25,04,03,02,07,1,2,04,000142000,3,3,1,02
08,01,02,02,06,1,2,01,,,1,5,00
48,00,03,02,05,,,01,,,,,
12,02,02,02,06,3,1,08,000072000,4,2,3,00
36,01,01,09,03,1,0,04,,,1,6,00
48,03,04,02,16,1,3,08,000228000,2,1,4,01
37,01,,,,,,,,,,,
28,04,04,02,05,3,2,07,000322700,1,4,1,01
13,01,03,02,09,2,2,03,,,1,7,00
13,01,02,02,05,2,1,02,,,1,7,00
19,04,04,02,12,1,4,07,000103900,2,1,5,01
26,01,,,,,,,,,,,
42,03,03,02,07,1,2,04,000058000,1,1,1,01
39,05,05,02,09,1,3,06,000118400,2,1,5,00
36,04,04,02,07,1,3,06,000118140,4,1,4,00
35,02,02,02,07,2,2,01,,,1,7,00
04,02,03,03,06,3,2,06,000084000,4,2,1,00
26,01,02,02,05,2,0,03,,,1,7,00
06,00,10,02,10,,,01,,,,,
34,02,04,02,08,1,3,03,000135200,4,1,3,00
02,00,01,02,03,,,07,,,,,
37,01,03,02,08,1,1,05,,,1,7,00
21,02,02,02,05,3,1,03,000015000,1,1,3,01
06,03,04,02,08,1,3,11,000109100,4,2,4,00
42,01,,,,,,,,,,,
33,02,01,09,04,3,1,09,000161300,4,1,3,00
05,02,01,02,03,1,1,04,000024000,4,1,4,00
42,02,03,02,08,2,1,02,000100000,4,1,4,00
13,04,05,02,11,1,2,07,000189000,2,1,5,02
37,03,03,01,04,1,2,04,000010000,2,2,1,01
29,06,04,02,08,1,2,05,000128010,3,1,3,04
37,01,03,01,06,2,1,07,,,1,5,00
29,04,04,02,10,1,5,06,000151000,4,1,6,00
13,05,04,02,08,3,2,06,000015000,2,5,3,04
24,02,02,07,04,1,1,07,000057600,4,1,5,00
48,01,01,01,02,1,1,13,,,1,3,00
27,01,04,02,10,2,2,04,,,1,7,00
37,00,03,02,05,,,07,,,,,
24,03,04,02,10,3,1,02,000240000,2,1,2,01
34,02,01,09,02,3,1,06,000111000,4,4,3,00
29,04,02,02,06,2,4,01,000046120,4,1,7,00
01,02,05,04,09,3,3,04,000014600,4,1,7,00
09,04,03,02,06,1,2,04,000115000,2,1,4,02
12,03,02,02,05,2,2,04,,,1,5,00
53,00,02,01,03,,,04,,,,,
48,00,03,01,04,,,08,,,,,
31,02,03,02,08,2,2,03,000150000,4,1,5,00
53,02,03,02,07,1,2,07,000107000,4,2,5,00
37,03,03,02,07,1,2,07,000049580,2,1,5,01
49,03,04,02,09,1,2,05,000150300,4,1,7,00
09,02,03,02,09,1,2,06,000138600,4,2,6,00
13,00,03,01,05,,,06,,,,,
36,04,03,04,05,1,2,06,000060900,2,1,5,01
24,03,04,02,07,1,2,01,000072000,2,3,5,01
29,01,03,01,05,1,1,08,,,1,1,00
40,06,04,02,07,2,6,06,000115004,2,1,6,00
48,09,03,02,06,3,3,05,000110120,2,1,3,00
12,02,04,02,07,1,2,07,000054540,4,1,3,00
48,01,,,,,,,,,,,
06,04,04,02,05,2,4,05,000017800,4,2,6,00
08,01,01,09,03,3,1,10,,,1,1,00
55,01,01,05,05,2,1,01,,,1,4,00
06,01,,,,,,,,,,,
31,02,02,03,05,1,2,07,000050000,4,1,4,00
12,03,03,02,07,1,2,06,000004500,4,1,6,00
13,00,02,02,04,,,03,,,,,
13,01,03,01,07,4,1,07,,,1,5,00
41,04,03,02,06,1,2,12,000095100,3,1,3,02
17,00,01,08,03,,,07,,,,,
25,00,02,02,05,,,01,,,,,
26,01,01,05,02,3,0,03,,,1,1,00
06,02,02,02,04,1,1,01,000013300,4,2,6,00
12,01,,,,,,,,,,,
27,01,03,02,09,1,2,06,,,1,4,00
48,03,03,02,07,2,3,03,000032400,4,2,5,00
24,01,02,03,03,1,1,08,,,1,5,00
12,03,04,02,07,1,3,06,000162660,4,1,4,00
48,02,03,02,08,1,2,04,000046000,4,1,1,00
13,01,02,03,05,3,1,08,,,1,4,00
21,01,00,08,01,3,0,08,,,1,3,00
42,01,03,02,07,2,2,06,,,1,4,00
36,02,03,02,09,2,2,10,000094100,4,1,4,00
01,01,,,,,,,,,,,
48,02,04,02,09,1,3,07,000119200,4,1,4,00
48,02,01,02,02,3,1,07,,,1,3,00
36,05,04,02,10,3,0,01,000038004,2,1,4,01
40,00,02,04,03,,,01,,,,,
51,04,04,02,11,1,2,07,000145100,2,1,4,02
04,03,04,02,08,1,3,08,000065500,4,3,4,00
17,00,04,02,07,,,02,,,,,
39,01,02,05,04,3,0,06,,,1,6,00
08,01,01,09,04,3,0,04,,,1,3,00
48,03,03,01,04,2,2,07,000015000,4,2,5,00
21,01,,,,,,,,,,,
22,01,,,,,,,,,,,
10,04,04,02,09,1,4,07,000116200,2,1,5,01
06,01,01,05,03,3,0,04,,,1,1,00
37,01,03,02,06,2,4,01,,,1,3,00
44,02,02,02,05,1,2,05,000071000,4,1,5,00
29,01,,,,,,,,,,,
48,01,,,,,,,,,,,
04,02,03,01,07,1,2,06,000050300,4,1,6,00
39,01,02,02,08,1,1,01,,,1,5,00
25,05,03,02,07,1,2,05,000065000,3,1,4,03
06,01,04,02,07,1,1,05,,,3,7,00
09,01,02,04,03,1,1,06,,,1,4,00
48,04,02,06,03,3,1,04,000007900,2,1,1,02
04,02,04,02,09,2,1,05,,,1,7,00
35,00,01,02,02,,,12,,,,,
22,01,03,02,07,1,1,04,,,1,1,00
17,05,04,02,12,1,5,07,000116800,1,1,3,00
06,01,02,07,04,3,1,06,,,1,5,00
48,02,03,01,08,1,2,06,000019200,4,1,4,00
34,01,03,02,06,1,1,07,,,1,5,00
12,02,03,02,05,1,1,08,000044900,4,1,4,00
01,02,03,02,06,1,2,06,000122300,4,1,6,00
40,02,03,02,05,2,3,05,000044600,4,1,4,00
26,02,02,02,05,1,2,03,000098020,4,1,5,00
04,02,01,05,02,3,2,07,000085500,4,1,1,00
12,03,04,02,07,1,4,05,000085900,4,2,5,00
13,01,03,02,05,1,1,07,,,1,3,00
49,03,04,02,07,1,4,05,000105700,4,1,6,00
20,06,02,02,05,3,2,01,000030100,3,5,2,01
47,01,04,02,09,4,2,01,,,1,7,00
17,02,03,02,05,2,2,06,000015300,4,1,7,00
51,04,03,02,07,1,3,06,000071000,2,1,5,02
42,06,04,02,06,1,2,01,000062000,2,2,5,03
01,04,04,06,05,3,4,11,,,1,1,00
47,03,03,02,06,1,4,05,000100000,4,1,6,00
41,00,03,02,07,,,01,,,,,
12,02,03,02,09,1,2,06,000081030,4,1,4,00
40,02,02,01,04,2,2,06,,,1,2,00
39,01,,,,,,,,,,,
48,04,05,02,11,1,2,07,000050000,2,1,5,02
06,06,04,02,06,3,2,04,000016200,3,2,3,00
04,04,02,02,05,1,2,04,000032000,2,1,5,02
51,02,03,02,08,1,2,02,,,1,4,00
48,01,02,02,05,2,1,02,,,1,5,00
20,05,04,02,11,1,3,09,000092000,3,1,3,03
48,04,02,02,04,3,1,04,000045000,1,1,2,02
34,04,03,02,06,1,2,05,000460000,2,3,4,02
55,02,03,02,07,2,3,04,000075500,4,1,6,00
17,02,03,02,07,1,1,05,000070200,1,1,3,01
55,01,02,05,05,1,1,06,,,1,4,00
42,01,02,03,05,3,1,08,,,1,4,00
17,04,03,02,04,1,3,04,000100000,4,2,4,00
12,08,04,02,06,1,2,07,000062470,2,1,5,00
04,00,00,02,01,,,03,,,,,
48,00,01,06,03,,,05,,,,,
37,00,02,04,03,,,06,,,,,
39,03,04,02,08,2,3,04,000103900,4,1,7,00
04,01,,,,,,,,,,,
06,02,04,02,05,3,2,03,,,2,1,00
49,01,04,02,07,2,1,06,,,1,7,00
53,01,01,09,03,1,1,04,,,1,4,00
29,01,,,,,,,,,,,
26,01,02,06,05,3,0,07,,,1,3,00
06,04,03,02,05,1,2,07,000043000,2,1,2,02
53,01,03,01,08,1,2,07,,,1,4,00
06,03,04,02,06,1,2,07,000124300,4,2,5,00
33,00,02,01,03,,,04,,,,,
48,04,03,02,06,1,3,07,000052000,2,4,4,01
16,03,04,02,08,1,3,05,000063000,2,1,3,01
37,03,03,02,05,3,1,04,000006000,1,1,3,02
18,03,03,02,07,1,2,07,000150000,2,1,5,01
12,00,02,02,04,,,07,,,,,
21,01,,,,,,,,,,,
18,01,02,03,05,1,1,05,,,1,3,00
12,04,04,02,10,1,2,08,000136050,3,1,1,02
04,02,01,01,02,2,1,06,000019800,4,1,1,00
36,01,01,09,03,3,1,01,,,2,5,00
06,01,03,02,05,1,2,05,,,1,4,00
17,03,04,02,08,1,2,01,000083200,4,1,6,00
36,03,03,02,07,3,1,01,000050400,4,4,4,00
45,04,03,02,08,1,2,05,000064000,2,1,3,02
42,02,03,02,08,2,2,01,000056700,4,1,7,00
48,01,,,,,,,,,,,
08,01,04,02,07,1,1,06,,,1,5,00
55,01,01,08,03,3,1,08,,,1,3,00
36,02,03,02,06,1,2,05,000092000,4,1,5,00
04,02,03,02,05,2,1,06,000025000,2,2,6,00
36,02,02,04,03,4,0,02,000025200,4,1,7,00
06,04,02,08,05,3,1,06,000000000,1,2,1,02
17,01,,,,,,,,,,,
53,01,,,,,,,,,,,
36,01,01,09,03,3,0,04,,,1,2,00
37,04,03,02,06,1,2,04,000070600,2,1,5,02
17,01,02,02,05,2,2,01,,,1,7,00
24,02,07,02,14,1,3,01,000424000,4,1,5,00
48,02,03,02,07,1,2,10,000167000,4,2,3,00
06,05,02,02,05,3,2,06,000030000,2,2,4,02
22,02,01,05,04,3,2,04,,,3,5,00
06,01,03,02,06,1,1,08,,,2,3,00
36,04,03,02,05,1,3,02,000060170,4,3,4,00
12,02,03,01,06,2,1,10,000026800,4,1,3,00
26,02,03,02,06,1,1,06,000029640,4,1,6,00
49,04,03,02,05,1,3,08,000051900,1,1,1,02
18,01,03,02,05,1,3,08,,,3,3,00
17,02,03,02,05,1,1,03,000042000,1,1,1,01
36,01,03,03,07,2,1,05,,,3,5,00
08,02,04,02,06,1,3,08,000067700,4,3,4,00
36,05,03,02,07,1,3,01,000227400,2,1,7,00
21,04,04,02,09,1,3,08,000305500,2,1,4,02
21,02,05,02,08,1,3,04,000078000,4,1,4,00
47,04,03,02,10,1,2,04,000080000,3,1,5,02
55,01,02,01,03,3,2,07,,,1,5,00
41,02,03,02,05,2,2,03,000052200,4,1,7,00
12,04,02,05,04,3,1,05,000031000,2,3,2,01
13,04,03,02,13,1,2,01,000050500,3,2,3,02
55,01,03,02,06,1,1,08,,,1,4,00
40,02,03,02,08,1,6,05,000069800,4,1,4,00
12,01,,,,,,,,,,,
12,02,01,08,04,3,2,06,,,2,1,00
06,01,,,,,,,,,,,
45,02,03,02,07,2,2,01,000065600,4,1,5,00
17,02,01,04,03,3,1,02,000013000,1,1,3,01
47,02,03,02,08,1,2,01,000069200,4,1,5,00
05,05,03,02,06,1,3,03,000097100,2,1,3,00
48,04,02,02,06,1,2,03,000047800,2,1,2,02
17,01,02,02,04,4,1,01,,,3,7,00
36,01,03,02,10,1,1,01,,,1,6,00
40,02,02,01,05,3,1,06,,,1,1,00
55,03,03,02,06,1,3,01,000040000,2,1,2,01
29,01,02,02,05,4,1,01,,,1,6,00
06,01,04,02,07,2,1,01,,,1,7,00
17,02,02,02,04,3,3,05,000050000,4,1,4,00
48,02,02,02,04,3,2,08,000106000,4,1,3,00
06,02,03,02,06,1,1,05,000040000,4,1,5,00
45,02,03,02,06,4,3,03,000020600,4,1,4,00
06,02,01,09,03,3,1,06,000014000,1,2,3,01
48,01,,,,,,,,,,,
44,02,04,04,12,3,4,01,,,3,5,00
37,03,03,01,05,3,2,06,000071400,4,1,5,00
17,01,03,02,06,1,1,05,,,1,1,00
37,03,03,02,07,3,3,05,000067900,4,1,4,00
26,00,01,02,03,,,12,,,,,
04,01,,,,,,,,,,,
48,03,03,02,07,1,2,08,000152000,4,1,4,00
06,01,03,02,04,2,1,13,,,1,3,00
48,01,,,,,,,,,,,
12,04,03,02,05,1,2,06,000060000,3,1,5,02
45,01,02,02,04,3,1,01,,,1,5,00
19,01,02,02,06,1,1,01,,,1,5,00
06,02,02,08,03,3,2,06,,,4,3,00
39,03,04,02,09,1,3,04,000304580,4,1,7,00
04,02,03,01,05,1,2,06,000013200,4,1,5,00
06,02,02,02,04,1,1,01,000075200,4,1,6,00
28,00,02,07,03,,,06,,,,,
48,01,02,02,06,2,2,09,,,1,4,00
41,04,03,02,06,1,2,11,000076000,3,1,3,02
48,04,02,02,06,4,1,01,000013200,2,1,3,03
53,01,01,09,02,3,0,05,,,3,6,00
54,01,02,05,03,3,1,01,,,1,1,00
27,02,05,02,09,2,3,01,000040000,4,1,4,00
41,01,04,02,07,2,1,01,,,1,7,00
36,04,02,07,05,1,1,12,000224500,2,4,1,00
13,00,02,08,04,,,08,,,,,
37,03,03,02,06,1,2,07,000059000,2,1,5,01
32,04,03,02,04,3,4,07,000062000,4,2,4,00
04,03,03,02,06,1,2,07,000099800,2,1,5,01
18,02,03,02,07,1,2,07,000053150,4,1,5,00
36,01,02,08,04,2,1,01,,,1,4,00
06,02,01,06,02,3,2,07,000213000,4,4,1,00
06,01,,,,,,,,,,,
25,00,04,02,08,,,01,,,,,
06,01,01,09,02,3,0,06,,,1,5,00
12,02,03,02,06,1,5,07,000330000,4,1,5,00
51,03,04,03,07,1,2,01,000089500,2,1,5,01
06,01,03,02,05,1,1,03,,,1,2,00
46,01,,,,,,,,,,,
42,06,05,02,10,3,2,03,000034300,2,1,1,03
36,05,03,04,06,1,3,01,000120000,4,1,7,00
12,02,02,02,07,1,2,13,000174000,4,1,3,00
53,01,,,,,,,,,,,
44,03,04,02,07,1,2,03,000047900,2,4,5,01
21,02,01,06,03,3,2,07,000055000,4,1,1,00
29,01,,,,,,,,,,,
08,01,03,06,06,3,1,07,,,1,5,00
48,00,02,02,04,,,03,,,,,
13,04,02,07,04,3,1,04,000011400,3,1,3,03
51,05,04,02,08,1,4,04,000169141,4,5,5,00
42,02,03,02,08,1,2,07,000112500,4,1,5,00
51,00,02,02,07,,,08,,,,,
34,03,04,04,08,2,3,01,000049000,4,2,7,00
12,02,02,01,04,2,1,06,000024000,4,1,5,00
25,03,03,02,07,1,3,05,000076100,4,1,5,00
40,01,02,02,05,2,1,02,,,1,7,00
13,04,04,02,10,3,2,06,000043000,3,1,3,02
12,01,01,08,03,3,1,09,,,1,1,00
47,02,02,02,05,1,3,05,000117200,4,1,5,00
13,01,,,,,,,,,,,
40,02,03,02,10,2,2,07,000127000,4,1,5,00
53,01,04,02,09,2,1,01,,,3,7,00
04,03,03,02,07,1,1,07,000025600,2,5,5,00
53,04,03,02,06,1,3,08,000077000,2,1,4,02
33,05,04,02,10,1,3,08,000184000,2,1,4,03
48,01,01,08,02,3,1,11,,,5,1,00
18,01,03,02,05,1,2,07,,,1,5,00
25,01,02,02,04,2,1,03,,,3,7,00
37,04,04,02,08,1,3,07,000132000,2,1,5,01
25,06,08,05,20,2,2,02,000048700,2,3,7,01
25,00,03,02,05,,,06,,,,,
19,02,02,02,07,2,1,03,000018700,4,1,5,00
36,03,01,09,02,3,0,06,000543000,1,1,2,01
12,00,02,01,05,,,04,,,,,
48,01,,,,,,,,,,,
06,01,05,02,07,1,1,03,,,3,7,00
36,01,00,08,01,2,0,03,,,1,5,00
17,03,01,05,04,3,1,01,000033700,2,2,5,02
12,02,03,02,06,3,2,10,000045000,4,1,1,00
21,03,02,05,04,3,1,05,000006700,3,1,2,02
24,01,01,03,04,1,1,11,,,1,3,00
18,00,03,02,09,,,03,,,,,
39,02,03,02,07,1,1,08,000050000,1,5,4,01
51,02,03,02,08,1,3,06,000078900,4,1,5,00
22,02,03,02,09,3,1,04,,,1,4,00
39,02,03,02,06,1,1,05,000022300,4,1,7,00
18,01,02,06,03,3,1,13,,,2,2,00
11,01,,,,,,,,,,,
36,01,04,02,08,2,1,02,,,1,3,00
47,01,02,07,05,3,1,08,,,1,3,00
53,03,03,02,06,1,2,07,000001200,2,1,5,02
06,02,03,02,05,2,1,06,000039800,4,1,6,00
34,03,02,04,05,3,3,05,000025000,2,3,5,01
12,02,02,02,07,2,3,03,000032730,4,1,7,00
12,03,03,02,04,2,2,02,000064500,4,2,5,00
42,01,01,06,03,3,1,01,,,1,1,00
22,01,,,,,,,,,,,
26,04,03,02,05,1,4,06,000114700,4,1,5,00
22,02,04,01,10,1,3,08,000064620,4,1,4,00
18,02,02,02,03,1,2,05,000054000,4,1,7,00
42,02,03,02,06,2,3,01,000093400,4,1,7,00
42,02,03,02,05,2,2,06,000070100,4,1,7,00
34,03,02,04,04,3,2,10,,,1,1,00
45,02,05,02,11,1,1,05,000032000,4,1,7,00
06,02,02,06,04,3,0,05,000002600,1,1,1,01
42,02,03,02,06,1,3,03,000101200,4,1,5,00
29,02,04,02,11,2,3,03,,,1,7,00
12,01,02,02,05,1,1,06,,,1,2,00
12,05,04,02,08,1,3,07,000080400,2,1,3,02
35,01,03,02,06,1,1,13,,,1,3,00
26,03,03,04,05,3,1,01,000002300,1,1,2,01
24,01,,,,,,,,,,,
